3.968780	3.968780	
11.992349	11.992349	
18.203687	18.203687	
25.358336	25.358336	
31.932485	31.932485	
38.738835	38.738835	
44.950172	44.950172	
51.945184	51.945184	
59.303007	59.303007	
66.791442	66.791442	
73.060830	73.060830	
79.170581	79.170581	
85.468993	85.468993	
92.072168	92.072168	
99.633166	99.633166	
106.700739	106.700739	
113.231352	113.231352	
119.892576	119.892576	
126.161964	126.161964	
132.750626	132.750626	
139.774662	139.774662	
146.015025	146.015025	
152.951987	152.951987	
160.193710	160.193710	
167.319333	167.319333	
173.283959	173.283959	
179.567860	179.567860	
186.083959	186.083959	
192.774209	192.774209	
200.103007	200.103007	
206.793256	206.793256	
212.903007	212.903007	
219.796431	219.796431	
239.780104	239.780104	
247.747451	247.747451	
254.118426	254.118426	
259.894390	259.894390	
265.960603	265.960603	
271.562417	271.562417	
277.265819	277.265819	
283.319153	283.328336	
301.890734	301.890734	
307.840848	307.840848	
313.805474	313.805474	
319.247650	319.247650	
325.255814	325.255814	
330.697991	330.697991	
337.025428	337.025428	
343.251279	343.251279	
350.855814	350.855814	
357.284839	357.284839	
364.586364	364.586364	
